z,n,a,qBminus2n,B2,E2plus,Sn,q2Bminus,qEC,halflife,S2n,Sp,dqA,q2EC,qBminusn,qBminus,S2p,qECp,qBplus,qA
52,59,111,-32057.61812,,,9428.9845,-19067.0,7249.2597,26.2,22014.7236,3426.7135,2.988950000000159,12351.0937,-21190.9611,-8633.6922,5535.2486,4965.5346,6227.2619,2499.836
52,60,112,-33242.310119999995,,689.0,12051.3493,-17541.1705,4031.455,120,21480.3337,4019.7426,9.105099999999991,11087.5311,-20685.0414,-10504.1795,6303.4677,1082.0914,3009.4572,2077.5148
52,61,113,-29535.87812,,,8850.8374,-16143.4112,6069.9281,108,20902.1867,4037.0354,-60.72620000000006,9981.0918,-19355.0169,-7227.521,6986.3989,3019.0407,5047.9303,1858.2272
52,62,114,-30968.97312,0.1778845172182088,708.74,11613.9571,-14803.7778,2606.9398,983.9999999999999,20464.7945,4761.682,-70.85334999999998,8670.0588,-18841.4781,-9250.7417,7812.5694,-850.5183,1584.942,1527.4002
52,63,115,-27085.88612,,,8244.409,-13406.0102,4940.6447,354,19858.3661,4855.1222,-303.76695000000007,7971.0783,-17495.1507,-5724.9628,8312.5803,1207.9968,3918.6469,1450.8973
52,64,116,-28767.494120000007,,678.92,11272.3432,-12216.9152,1558.2272,8964,19516.7522,5549.3514,-149.94919999999996,6262.1863,-16997.3059,-7843.1388,9281.9994,-2518.9179,536.2294,966.3408
52,65,117,-24900.331120000006,,,7903.0258,-10910.1534,3544.0634,3720,19175.3689,5562.4516,-309.06265,5302.2421,-15746.1646,-4656.9321,9639.5967,-858.4925,2522.0656,807.7132
52,66,118,-26412.74012000001,,605.706,10666.5756,-9611.6907,305.4459,518400,18569.6014,6340.1653,-266.60385,3962.0852,-15323.5078,-6719.7015,10742.7211,-4581.9865,-716.5518999999999,444.0616
52,67,119,-22886.607120000004,,,7563.0996,-8388.0513,2293.0,57780,18229.6753,6475.3068,-458.51235,2882.4452,-14282.8011,-3404.808,11362.7391,-2818.6674,1271.0022,426.3905
52,68,120,-24533.74012000001,0.1205930805879205,560.438,10250.9389,-7189.726,-945.0271,STABLE,17814.0386,7175.5919,-234.53155,1735.5805,-13655.7469,-5615.0,12287.2594,-6586.1468,-1967.0249,-261.0973
52,69,121,-20908.016120000004,,,7252.2683,-6062.114,1056.0462,1664928,17503.2073,7414.9485,-255.441,653.5155,-12867.2683,-2297.4615,13056.0681,-4734.3409,34.048400000000015,-570.284
52,70,122,-22708.75812,0.1310234293983515,564.094,9841.4893,-4958.2937,-1979.0772,STABLE,17093.7576,8003.0962,-86.33315000000005,-373.3289,-12138.9508,-4234.0,13793.4832,-8405.6268,-3001.075,-1085.3546
52,71,123,-19067.96512,,,6929.0139,-3922.72,51.9128,STABLE,16770.5032,8125.7441,-21.956199999999967,-1356.2951,-11163.0139,-1228.3898,14552.2937,-6519.9959,-970.085,-1530.909
52,72,124,-20587.49612,0.1699594383462578,602.7271,9424.4821,-2856.7368,-2905.073,STABLE,16353.496,8590.2223,45.00414999999998,-2292.6663,-10652.8719,-3159.587,15162.1309,-9998.4302,-3927.0708,-1851.3168
52,73,125,-17221.84211999999,,,6568.9703,-1822.4332,-766.7,STABLE,15993.4523,8691.6962,75.44600000000014,-3128.1366,-9728.5572,-185.77,15785.0534,-8079.2896,-1788.6978,-2250.0837
52,74,126,-18842.24912000001,0.1526628816216869,666.338,9113.6918,-917.7807,-3671.0321,STABLE,15682.6621,9098.0448,153.95399999999995,-4049.0321,-9299.4618,-2153.6712,16410.6344,-11459.4814,-4693.0299,-2549.1306
52,75,127,-15587.109119999996,,,6287.6472,40.3864,-1582.203,33660,15401.3391,9176.3324,166.36805000000004,-4810.919,-8441.3184,702.7199,16964.7816,-9554.3324,-2604.2008,-2890.7301
52,76,128,-17225.934119999994,0.1352206130592549,743.216,8784.6148,866.7407,-4363.9419,7.3844784e+31,15072.262,9584.4707,238.56855,-5632.3638,-8081.8949,-1255.7634,17556.6002,-12813.1868,-5385.9397,-3187.234
52,77,129,-14164.30312,,,6082.4087,1691.1856,-2375.5,4170,14867.0235,9664.0036,236.26405,-6414.2874,-7338.1721,1502.2919,18113.2485,-10932.4255,-3397.4978,-3536.1428
52,78,130,-15757.566120000009,0.118390035615901,839.494,8419.3935,2527.5147,-5067.2728,2.4930504e+28,14501.8022,10012.5465,282.4746499999999,-7220.743,-6917.1016,-416.7716,18569.472,-14051.3339,-6089.2706,-3762.74
52,79,131,-12846.48211999999,,,5929.38,3202.5534,-3229.6099,1500,14348.7735,10214.3058,269.5502499999998,-7946.4427,-6346.1516,2231.7057,19198.3668,-12367.7759,-4251.6077,-4166.3596
52,80,132,-14394.645120000005,0.0905596065606743,974.22,8048.4936,4090.7775,-5552.9155,276825.60000000003,13977.8735,10495.7565,292.89715000000024,-8641.6435,-5816.7879,515.3046,19633.9225,-15212.5893,-6574.9133,-4251.6832
52,81,133,-11637.042120000002,,,5820.2539,4706.4502,-4013.6198,750,13868.7475,10590.8223,1450.12745,-12063.2425,-5304.9493,2920.169,20250.4962,-13679.5504,-5035.6176,-4771.4519
52,82,134,-12972.88612,0.0767189012203043,1279.11,7667.9375,5592.0821,-8514.7483,2508,13488.1914,10899.2103,2481.52185,-16099.9936,-4747.7685,1509.6875,20565.1409,-18948.833,-9536.746099999998,-4826.4515
52,83,135,-8014.124119999997,,,3266.356,8684.5745,-8038.4581,19,10934.2935,10998.7574,1274.2078,-17096.538,-1756.6685,6050.3894,21432.8421,-18584.0026,-9060.4559,-2889.1273
52,84,136,-6524.475119999992,0.084248220821875,606.64,4767.807,12003.891,-9918.3897,17.66,8034.163,12023.918,-341.2283,-18255.0,1282.5824,5119.9455,22569.4626,-21081.998,-10940.3875,-303.6415
52,85,137,-1667.2181200000086,,,2949.801,13079.6519,-9243.3698,2.48,7717.608,12085.8437,-231.83735,-19154.0,2170.1444,7052.5063,23249.452,-20423.0,-10265.3676,-854.7877
52,86,138,-2293.4061199999887,,460.8,4463.5506,14276.2495,-11046.0,1.46,7413.3516,12924.5734,-135.70889999999997,-20186.0,2588.9557,6283.9149,24104.0,-22835.0,-12067.9978,-1687.1519
52,87,139,8.551879999995435,,,2580.4036,15439.5059,-10155.0,0.724,7043.9542,12844.0,-212.487,-20895.0,3703.5113,8265.8835,24633.0,-21984.0,-11176.9978,-1997.7438
52,88,140,-530.1751199999962,,422.9,4233.687,16619.0122,-11977.0,0.35100000000000003,6814.0906,13606.0,-153.884,-21877.0,4032.1965,7238.7734,25435.0,-24346.0,-12998.9978,-2622.0
52,89,141,1658.327880000008,,,2373.0,17528.0,-11129.0,0.193,6607.0,13568.0,-152.0,,4865.0,9257.0,25938.0,-23468.0,-12150.9978,-2945.0
52,90,142,913.5868799999988,,,3951.0,18680.0,-12939.0,0.147,6325.0,14298.0,-183.0,,5306.0,8253.0,26637.0,,-13960.9978,-3464.0
52,91,143,3254.0298799999982,,,2052.0,19673.0,,0.12,6003.0,14209.0,-324.5,,6201.0,10259.0,,,,-3645.0
52,92,144,2440.332879999998,,,3761.0,20652.0,,0.093,5813.0,,-349.5,,6498.0,9110.0,,,,-4155.0
52,93,145,4637.363880000001,,,1861.0,21483.0,,,5622.0,,,,7249.0,11120.0,,,,
53,53,106,,,,,,14920.0,,,-2223.0,,23174.0,,,-1417.0,13427.0,13898.0022,5375.0
53,54,107,,,,14201.0,,11227.0,,,-1501.0,-355.5,21224.0,,,-8.0,9755.0,10205.0022,4816.0
53,55,108,,,,11413.0,,13011.0,0.0264,25614.0,-596.9999,-83.61469999999986,19674.0,,-10139.0,876.0,10593.0,11989.0022,4098.6662
53,56,109,,,,12973.0,,10042.8941,0.0000927,24385.0,-820.1999,-217.50955,18578.4812,-23111.4668,-11502.9589,1597.199,7483.8645,9020.8963,3918.0699
53,57,110,-33978.12311999999,,,10866.6567,,11761.9766,0.67,23839.0,41.4156,-111.77075000000012,16981.9006,-22369.6156,-8545.2075,2600.4452,8494.1715,10739.9788,3580.5414
53,58,111,-34926.88511999999,,,12557.2689,-22054.0,8633.6922,2.5,23423.9256,12.9453,-222.76890000000003,15882.9519,-21102.4764,-10434.0,3280.7504,5206.9787,7611.694399999999,3274.5378
53,59,112,-31283.339120000008,,,10180.8619,-20649.0,10504.1795,3.34,22738.1308,764.8227,-180.54320000000007,14535.6346,-20615.0,-7036.991,4191.5362,6484.437,9482.1817,2957.0864
53,60,113,-32742.153120000006,,,12127.496,-19354.9778,7227.521,5.9,22308.3579,840.9694,-252.52704999999992,13297.4491,-19164.487,-8915.8902,4860.712,3190.4856,6205.5232,2706.5541
53,61,114,-28755.22312,,,9590.7363,-17953.0066,9250.7417,2.1,21718.2323,1580.8684,-290.6258,11857.6816,-18506.6265,-5553.036,5617.9037,4489.0598,8228.743900000001,2385.8939
53,62,115,-30276.81512,,,11770.188,-16638.0,5724.9628,78,21360.9243,1737.0992,-233.09925,10665.6075,-17323.224,-7681.0475,6498.7812,869.8406,4702.965,2074.0261
53,63,116,-26477.39111999999,,,9154.1671,-15378.0,7843.1388,2.91,20924.3551,2646.8573,-323.15715,9401.3661,-16835.2146,-4373.7764,7501.9795,2293.7874,6821.141,1753.4036
53,64,117,-27924.44712,,,11089.2325,-13945.4675,4656.9321,133.20000000000002,20243.3996,2463.7467,-321.0855,8200.9955,-15463.0089,-6253.2213,8013.0981,-905.5194,3634.9343,1553.4816
53,65,118,-24066.815120000003,,,8603.8063,-12561.6797,6719.7015,828,19693.0388,3164.5272,-349.6361,7025.1474,-14857.0276,-2891.9893,8726.9787,379.5362,5697.7037,1100.6441
53,66,119,-25735.020120000005,,,10877.9931,-11472.6702,3404.808,1128,19481.7994,3375.9446,-245.80295,5697.808,-13769.9824,-4983.2433,9716.1099,-3070.4988,2382.8102,800.7649
53,67,120,-21810.729120000007,,,8040.7469,-9858.5117,5615.0,4902,18918.7401,3853.5919,-534.3797999999999,4669.9729,-13023.9902,-1574.726,10328.8987,-1560.5919,4593.0022,649.9436
53,68,121,-23593.797120000007,,,10569.8068,-9143.3074,2297.4615,7632,18610.5537,4172.4598,-119.0039,3353.5077,-12144.5328,-3764.6525,11348.0517,-5117.4869,1275.4636999999998,-31.0013
53,69,122,-20049.48412000001,,,7904.9508,-7934.5132,4234.0,217.79999999999998,18474.7576,4825.1423,-94.1615,2254.9228,-11669.6033,-724.2937,12240.0908,-3769.0962,3212.0022,-507.994
53,70,123,-21604.22712,,,9934.6241,-6898.9313,1228.3898,47602.439999999995,17839.5749,4918.2771,84.80469999999997,1280.3026,-10658.9178,-2694.3302,12921.3733,-6897.3543,206.39199999999997,-891.9643
53,71,124,-18152.203119999995,,,7493.2849,-5623.4943,3159.587,360806.4,17427.909,5482.5481,190.1018,254.514,-10187.6151,302.8501,13608.2922,-5430.6353,2137.5892,-1372.3374
53,72,125,-19730.40212,,,9542.7872,-4746.2816,185.77,5131987.2,17036.0721,5600.8533,286.92049999999995,-580.93,-9239.9371,-1636.6632,14191.0755,-8505.9262,-836.2278,-1661.783
53,73,126,-16385.72712,,,7145.7906,-3559.8135,2153.6712,1117152,16688.5778,6177.6736,293.5169,-1517.3609,-8782.4538,1235.8904,14869.3698,-6944.3736,1131.6734,-2001.2077
53,74,127,-17926.49212,,,9144.0384,-2743.1898,-702.7199,STABLE,16289.829,6208.0202,343.9844499999999,-2284.9229,-7908.1479,-662.3336,15306.065,-9879.0523,-1724.7177,-2185.2421
53,75,128,-14734.279249999996,,,6826.1315,-1806.2575,1255.7634,1500,15970.1698,6746.5044,352.14920000000006,-3108.1785,-7488.465,2122.5041,15922.8368,-8328.7073,233.7656000000001,-2543.8773
53,76,129,-16328.929120000004,,,8840.464,-1008.1261,-1502.2919,508897068660000,15666.5955,6802.3536,344.1576499999999,-3877.7919,-6717.9599,188.8936,16386.8244,-11166.2955,-2524.2897,-2676.9981
53,77,130,-13218.28984999999,,,6500.33,-36.4335,416.7716,44496,15340.794,7220.2749,294.0376000000001,-4650.5012,-6311.4363,2944.2864,16884.2785,-9595.7749,-605.2262000000001,-2967.9684
53,78,131,-14889.293370000005,,,8577.8573,612.8468,-2231.7057,693334.08,15078.1873,7378.7387,302.60209999999984,-5461.3157,-5633.571,970.8477,17391.2852,-12446.0115,-3253.7035,-3169.3493
53,79,132,-11965.66411999999,,,6332.0924,1449.1916,-515.3046,8222.04,14909.9497,7781.4511,219.14825,-6068.22,-5361.2448,3575.4729,17995.7569,-11011.0611,-1537.3024,-3498.5658
53,80,133,-13586.363199999996,,,8225.1183,2213.6412,-2920.169,74880,14557.2107,7958.0758,269.72360000000003,-6933.7887,-4649.6454,1786.2812,18453.8323,-13510.9913,-3942.1668,-3652.8335
53,81,134,-10907.101610000002,,,6257.456,2847.7255,-1509.6875,3156,14482.5743,8395.278,1457.0823,-10024.4358,-4471.1748,4082.3946,18986.1003,-12408.8978,-2531.6853,-4182.6688
53,82,135,-12278.233119999994,,,7807.0579,3802.7768,-6050.3894,23580,14064.514,8534.3984,2437.92965,-14088.8475,-3724.6633,2634.1851,19433.6087,-17049.1468,-7072.3872,-4222.6839
53,83,136,-7562.026690000002,,,3837.363,6793.6304,-5119.9455,83.4,11644.421,9105.4055,1202.71475,-15038.3351,-1203.1779,6883.9455,20104.1628,-17143.8635,-6141.9433,-2334.8589
53,84,137,-6085.53911999999,,,4882.3619,10189.5038,-7052.5063,24.13,8719.7249,9219.9604,-344.16355,-16295.8761,2001.5836,6027.1455,21243.8784,-19138.35,-8074.5041,142.3287
53,85,138,-1693.3761200000044,,,3694.9592,10907.1185,-6283.9149,6.303,8577.3211,9965.1185,-286.8705,-17330.0,2332.1864,7992.3346,22050.9622,-19208.4883,-7305.9127,-385.8215
53,86,139,-2230.186120000002,,,4562.3722,12230.1246,-8265.8835,2.29,8257.3314,10063.9401,-211.9617000000001,-18421.0,3429.9624,7173.6224,22988.5135,-21110.0,-9287.8813,-1205.5474
53,87,140,223.3848800000087,,,3206.5769,13443.5156,-7238.7734,0.38,7768.9492,10690.1135,-282.9030999999999,-19216.0,3967.0454,9380.2388,23534.0,-20845.0,-8260.7712,-1524.249
53,88,141,-424.71612000000096,,,4391.7612,14550.6853,-9257.0,0.418,7598.3381,10848.1876,-130.7424000000001,-20387.0,4988.4776,8270.643,24454.0,-22825.0,-10278.9978,-2291.1892
53,89,142,2040.8558799999992,,,2947.6216,15711.587,-8253.0,0.23500000000000001,7339.3828,11422.0,-177.16345,-21193.0,5323.0214,10426.6792,24991.0,-22552.0,-9274.9978,-2578.0
53,90,143,1264.6728799999946,,,4058.0,16886.0,-10259.0,0.182,7006.0,11529.0,-195.0,,6369.0,9413.0,25828.0,-24469.0,-11280.9978,-3165.0
53,91,144,3757.011880000002,,,2612.0,17941.0,-9110.0,0.094,6670.0,12089.0,-320.5,,6801.0,11542.0,26298.0,,-10131.9978,-3365.0
53,92,145,2930.2458799999986,,,3871.0,18924.0,-11120.0,0.0897,6483.0,12199.0,-289.5,,7671.0,10363.0,,,-12141.9978,-4015.0
53,93,146,5189.66488,,,2481.0,19770.0,,0.094,6353.0,12819.0,-350.0,,7882.0,12415.0,,,,-4355.0
53,94,147,4150.70088,,,3731.0,20720.0,,,6213.0,,,,8683.0,11199.0,,,,
54,54,108,,,,,,10139.0,0.000058,,492.0,,23149.3198,,,-1009.4603,10736.0,9117.0022,4569.5582
54,55,109,,,,11608.5079,,11502.9589,0.013000000000000001,,687.0,-91.02315,21545.853,,,90.0,12323.1588,10480.9611,4217.0463
54,56,110,,,469.7,13824.4081,,8545.2075,0.093,25432.9161,1539.1022,-139.96129999999994,20307.1841,,,718.9023,8503.7919,7523.2097,3872.2066
54,57,111,,,,10669.0,,10434.0,0.74,24493.0,1341.0,-268.5751499999999,19067.0,,-11620.0,1383.0,10421.0,9412.0022,3712.1503
54,58,112,,,466.0,13578.0,,7036.991,2.7,24246.3472,2361.5239,-54.20640000000003,17541.1705,-25198.0,-13612.0,2374.4692,6272.1683,6014.9932,3330.4128
54,59,113,-35446.26212,,,10248.5967,-22494.0,8915.8902,2.74,23826.0,2429.2587,-383.02660000000014,16143.4112,-23860.0,-10439.0876,3194.0815,8074.9208,7893.8924,3086.8573
54,60,114,-36813.53512,0.1605301929009533,450.08,12953.5905,-21180.4621,5553.036,10,23202.1872,3255.3533,-129.00299999999993,14803.7778,-23392.6781,-12399.9706,4096.3227,3972.1677,4531.0382,2719.006
54,61,115,-33034.85412,,,9642.1765,-19737.0,7681.0475,18,22595.7671,3306.7935,-432.03435,13406.0102,-22042.1471,-8957.0,4887.6619,5943.9482,6659.0497,2505.8139
54,62,116,-34503.58511999999,0.1777735018241008,393.6,12461.4382,-18667.0,4373.7764,58,22103.6147,3998.0437,-181.20605,12216.9152,-21419.0,-11004.0,5735.143,1726.919,3351.7786,2095.725
54,63,117,-30628.983119999997,,,9209.7876,-16727.4405,6253.2213,61,21671.2258,4053.6642,-360.59535,10910.1534,-20214.0,-7692.2462,6700.5215,3789.4746,5231.2235,1736.7748
54,64,118,-32178.703119999995,0.1899533937321708,337.32,11965.0383,-15879.0,2891.9893,228,21174.8259,4929.47,-170.24695000000008,9611.6907,-19657.2845,-9669.6905,7393.2167,-272.5379,1869.9915,1385.6935
54,65,119,-28444.02312,,,8786.7391,-14204.392,4983.2433,348,20751.7774,5112.4029,-64.37714999999997,8388.0513,-18456.4296,-6489.4269,8276.93,1607.2986,3961.2455,843.3634
54,66,120,-29905.69312,0.208372173127451,322.61,11449.2642,-13283.7857,1574.726,2760,20236.0033,5683.6739,-4.354800000000012,7189.726,-17938.6911,-8283.7857,9059.6186,-2278.8659,552.7282000000001,666.4424
54,67,121,-26318.57212,,,8379.8803,-11736.1497,3764.6525,2346,19829.1445,6022.8073,98.7584,6062.114,-16663.666,-5378.6549,9876.3992,-407.8073,2742.6547,189.5879
54,68,122,-27608.975119999992,0.2586687815375539,331.28,10945.3096,-10746.0365,724.2937,72360,19325.19,6398.3101,174.65255,4958.2937,-16323.9645,-7210.2195,10570.7699,-4100.8486,-297.70410000000004,-89.1461
54,69,123,-24288.55212,,,7964.5877,-9593.2946,2694.3302,7379.999999999999,18909.8973,6457.947,248.0105,3922.72,-15174.8072,-4204.6012,11283.0893,-2223.947,1672.3323999999998,-490.6342
54,70,124,-25665.27212,0.2230853792779382,354.03,10490.4652,-8577.6192,-302.8501,STABLE,18455.0529,7013.7881,301.74695,2856.7368,-14695.0664,-5926.3445,11932.0652,-5785.3982,-1324.8479,-730.1604
54,71,125,-22298.34012,,,7603.2739,-7530.3848,1636.6632,61063.2,18093.7391,7123.777,397.37254999999993,1822.4332,-13529.6184,-3109.6184,12606.3251,-3964.1901,614.6654,-1081.166
54,72,126,-23547.962990000004,0.1945896948752625,388.632,10018.3442,-6476.4736,-1235.8904,STABLE,17621.6181,7599.3341,361.35775,917.7807,-13127.9627,-4795.7039,13200.1873,-7413.5641,-2257.8882,-1258.0209
54,73,127,-20373.77712,,,7245.8143,-5502.9282,662.3336,3140121.6,17264.1586,7699.3578,395.9152,-40.3864,-12041.5183,-2080.8562,13877.0314,-5545.6866,-359.66419999999994,-1574.8214
54,74,128,-21652.48739,0.2023755448552685,442.911,9610.9692,-4491.3787,-2122.5041,STABLE,16856.7835,8166.2886,381.0119,-866.7407,-11691.8254,-3928.7617,14374.3088,-8869.0085,-3144.5019,-1761.3085
54,75,129,-18598.678869999992,,,6906.8535,-3635.2041,-188.8936,STABLE,16517.8227,8247.0107,408.4168,-1691.1856,-10835.6152,-1197.0197,14993.5151,-6991.2473,-1210.8914,-2099.1917
54,76,130,-20091.33712,0.1279436430825194,536.068,9255.7227,-2623.698,-2944.2864,STABLE,16162.5762,8662.2693,373.3895,-2527.5147,-10452.7424,-2980.7199,15464.623,-10164.5612,-3966.2842,-2241.2226
54,77,131,-17057.161039999995,,,6604.4186,-1734.6167,-970.8477,STABLE,15860.1413,8766.358,347.9991500000001,-3202.5534,-9585.1385,-358.0009,15986.6329,-8349.5864,-1992.8455,-2557.994
54,78,132,-18521.85663,0.1406797734966821,667.715,8936.7176,-844.0714,-3575.4729,STABLE,15541.1363,9125.2183,338.5382,-4090.7775,-9294.7185,-2126.2813,16503.957,-11356.924,-4597.4707,-2710.0969
54,79,133,-15730.645120000005,,,6435.9266,-90.071,-1786.2812,453375.36,15372.6442,9229.0525,280.44055000000003,-4706.4502,-8562.2079,427.36,17010.5036,-9744.3571,-2808.279,-3063.6147
54,80,134,-17115.777550000003,0.1147497025716539,847.041,8553.5695,824.1677,-4082.3946,STABLE,14989.4961,9557.5037,318.45174999999995,-5592.0821,-8126.2095,-1234.6691,17515.5795,-12477.6726,-5104.3924,-3197.7907
54,81,135,-14485.058120000003,,,6358.8484,1437.29,-2634.1851,33004.799999999996,14912.4179,9658.8961,1350.8952000000002,-8684.5745,-7593.5175,1168.5917,18054.174,-11168.5835,-3656.1829,-3627.2591
54,82,136,-15680.641120000004,0.0913915958798151,1313.06,8087.1234,2457.909,-6883.9455,6.9111144e+28,14445.9718,9938.9615,2201.11905,-12003.891,-6918.5317,-90.3151,18473.36,-15989.3509,-7905.9433,-3665.8889
54,83,137,-10944.094119999998,,,4025.562,5337.9868,-6027.1455,229.26000000000002,12112.6854,10127.1604,1048.60155,-13079.6519,-4115.8771,4162.3582,19232.5659,-15247.1059,-7049.1433,-1871.197
54,84,138,-9776.02512000001,0.1196151388389231,588.826,5660.1482,8289.5615,-7992.3346,848.4000000000001,9685.7102,10904.9468,-215.7604,-14276.2495,-1497.79,2914.7839,20124.9072,-17957.4531,-9014.3324,136.5922
54,85,139,-5241.450119999998,,,3743.66,9269.3315,-7173.6224,39.72,9403.8082,10953.6476,-188.4116,-15439.5059,-828.8761,5056.5023,20918.7661,-17237.5625,-8195.6202,-340.7117
54,86,140,-6242.069119999989,0.1438822218474655,376.658,5413.1933,10281.4437,-9380.2388,13.6,9156.8533,11804.4687,-109.74304999999998,-16619.0122,-356.6911,4063.2768,21868.4088,-20070.3522,-10402.236599999998,-986.0981
54,87,141,-3638.8571199999897,,,3282.1654,11535.1833,-8270.643,1.72,8695.3587,11880.0572,-212.66385,-17528.0,781.1114,6280.0423,22570.1706,-19118.8306,-9292.6408,-1318.4624
54,88,142,-4322.546120000003,0.1190633866960272,287.2,5103.6578,12612.6085,-10426.6792,1.227,8385.8232,12591.9538,-51.48309999999992,-18680.0,1176.3845,5284.9078,23440.1414,-21849.0,-11448.677,-1958.5697
54,89,143,-1868.167120000002,,,3044.5518,13734.323,-9413.0,0.511,8148.2096,12688.884,-31.675750000000107,-19673.0,2240.356,7472.6365,24111.0,-20942.0,-10434.9978,-2422.7178
54,90,144,-2500.381120000002,,252.6,4740.7372,14894.8284,-11542.0,0.388,7785.289,13372.0,-83.87885000000006,-20652.0,2731.8992,6399.0606,24901.0,-23631.0,-12563.9978,-2929.768
54,91,145,39.54588000000149,,,2692.3538,16022.8458,-10363.0,0.188,7433.0911,13452.0,-256.59915,-21483.0,3706.7067,8561.0867,25541.0,-22562.0,-11384.9978,-3249.0
54,92,146,-826.2241199999953,,,4532.9314,16911.3181,-12415.0,0.146,7225.2852,14114.0,-264.88245000000006,,4028.1553,7355.4298,26313.0,-25234.0,-13436.9978,-3830.0
54,93,147,1511.78788,,,2516.0,17864.0,-11199.0,0.088,7049.0,14148.0,-335.5,,4839.0,9520.0,26968.0,,-12220.9978,-4294.0
54,94,148,517.7438799999982,,,4321.0,18895.0,,0.085,6837.0,14738.0,-265.5,,5199.0,8261.0,,,,-4854.0
54,95,149,2777.436879999997,,,2422.0,19831.0,,,6743.0,,-240.0,,5840.0,10300.0,,,,-5415.0
54,96,150,1778.313879999998,,,4061.0,20900.0,,,6483.0,,,,6238.0,9180.0,,,,
55,56,111,,,,,,11620.0,,,-1734.0,,22054.0,,,-195.0,10279.0,10598.0022,4105.0
55,57,112,,,,11586.0,,13612.0,0.000488,,-816.2864,4.281600000000026,20649.0,,,525.0,11250.0,12590.0022,3931.4368
55,58,113,,,,13421.0,,10439.0876,0.000016899999999999997,25007.0,-972.8379,-207.0254,19354.9778,,-12055.0,1388.686,8009.8289,9417.089800000002,3483.0508
55,59,114,,,,10992.7075,,12399.9706,0.57,24414.0,-228.7271,-357.9999499999999,17953.0066,-23048.0,-8780.4915,2200.5317,9144.6173,11377.9728,3356.9999
55,60,115,-36131.63612,,,13085.0,,8957.0,1.03,24078.0,-97.0,-287.0,16638.0,-21865.0,-10779.0,3158.0,5651.0,7935.0022,2829.0
55,61,116,-32280.19912,,,10414.0,-21993.0,11004.0,0.7,23499.0,675.0,-274.0,15378.0,-21194.0,-7663.0,3982.0,7006.0,9982.0022,2596.0
55,62,117,-33715.73711999999,,,12522.0,-20222.0,7692.2462,8.4,22936.0,735.1944,-161.75,13945.4675,-20185.0,-9035.1943,4733.2381,3638.582,6670.2484,2201.5
55,63,118,-30172.013119999992,,,9987.594,-18790.0,9669.6905,14,22509.0,1513.0009,-181.82115,12561.6797,-19022.7883,-6210.0,5566.665,4740.2204,8647.692700000001,1804.6423
55,64,119,-30989.79112,,,11967.0027,-17285.0,6489.4269,29.1,21954.5967,1514.9652,-189.41380000000004,11472.6702,-18177.0,-7714.9651,6444.4352,1377.0241,5467.4291,1607.8276
